age,gender,work_experience,canada_workex,dep_num,canada_born,citizen_status,level_of_schooling,fluent_english,reading_english_scale,speaking_english_scale,writing_english_scale,numeracy_scale,computer_scale,transportation_bool,caregiver_bool,housing,income_source,felony_bool,attending_school,currently_employed,substance_use,time_unemployed,need_mental_health_support_bool,employment_assistance,life_stabilization,retention_services,specialized_services,employment_related_financial_supports,employer_financial_supports,enhanced_referrals,success_rate
33,0,14,7,1,1,1,14,4,5,3,3,6,4,0,1,4,7,0,1,1,1,0,0,0,1,1,1,1,0,0,59
24,1,4,1,3,0,1,12,8,9,8,8,8,9,1,1,9,3,1,0,1,1,6,1,0,0,0,1,1,1,1,65
31,1,11,4,1,0,0,10,9,8,8,10,6,8,0,1,9,1,1,0,1,0,7,1,0,0,1,0,1,1,0,75
31,1,10,4,3,0,0,8,9,10,10,8,7,5,1,0,5,9,0,0,0,1,7,0,0,0,0,1,0,0,1,43
27,1,6,5,3,0,0,12,6,5,6,7,7,8,1,0,1,7,1,0,0,1,3,0,1,1,1,1,0,1,0,67
25,1,6,3,1,1,1,8,9,8,10,8,9,9,1,0,8,1,0,1,0,0,2,1,0,0,0,0,1,0,1,68
42,1,24,16,1,0,1,10,4,3,4,3,5,7,0,1,1,8,0,1,0,0,5,1,1,1,0,0,1,1,0,83
27,1,6,2,4,1,0,6,9,9,9,9,9,6,1,0,3,1,1,1,0,0,5,1,0,1,1,0,1,1,0,53
18,0,0,0,3,1,1,12,5,5,6,6,7,8,0,0,2,7,1,1,1,0,3,1,1,0,0,1,0,0,0,54
48,0,30,21,0,0,1,8,7,7,7,8,5,6,0,1,6,8,0,1,1,1,5,0,1,1,1,1,0,1,0,81
18,1,0,0,2,1,1,12,5,6,6,5,7,3,1,0,1,1,0,0,0,1,7,1,1,1,0,0,0,1,1,43
26,0,6,3,4,1,0,12,6,5,7,5,4,3,1,0,8,6,0,0,0,1,7,0,0,0,1,1,0,0,1,51
30,1,12,5,2,0,0,12,4,3,4,3,6,5,0,1,6,1,0,1,1,0,7,1,0,0,1,0,0,0,0,62
18,1,0,0,3,1,1,14,7,8,8,8,3,9,1,1,5,4,0,0,0,1,4,1,1,0,0,1,0,1,0,41
35,0,14,11,2,1,0,14,5,6,4,6,5,9,0,0,6,3,0,1,0,1,2,0,0,0,0,1,1,0,0,69
25,0,6,3,3,0,1,12,5,4,4,4,6,7,0,0,5,9,0,0,0,1,1,0,1,0,0,1,0,0,0,57
50,0,29,25,2,0,0,10,6,6,7,6,9,3,0,0,9,3,1,0,0,1,7,1,1,1,1,1,1,0,1,77
26,1,7,5,2,1,0,8,9,9,10,10,6,8,1,0,2,5,1,1,1,1,6,0,0,1,0,0,0,1,0,62
47,1,29,19,1,1,1,10,4,3,4,4,6,8,1,0,6,3,0,1,1,1,3,1,0,1,1,1,1,0,0,75
26,0,8,6,0,1,0,8,6,7,6,6,8,6,0,0,8,1,1,1,0,0,2,0,1,0,0,0,0,1,1,61
37,0,16,9,3,0,0,10,4,4,3,3,8,3,0,0,2,3,1,0,1,1,0,1,0,0,1,1,1,1,0,72
31,0,12,4,1,0,0,10,6,5,7,6,6,8,1,0,2,1,1,0,1,0,2,0,1,1,0,1,0,0,1,64
34,0,14,9,2,1,1,10,5,6,5,4,6,5,0,1,6,1,0,0,0,1,4,1,1,1,1,1,1,1,1,53
38,1,20,6,1,0,0,8,7,8,6,8,4,6,0,0,3,1,0,1,1,1,3,1,0,1,0,0,1,0,0,57
24,1,5,4,3,1,0,12,5,4,4,5,9,9,0,1,4,7,1,0,1,1,3,1,1,0,0,1,0,0,0,76
33,0,14,6,1,1,0,10,8,9,8,7,5,8,0,1,2,8,0,0,0,1,1,0,0,0,0,0,1,1,1,59
32,0,13,7,0,0,1,6,9,9,9,10,9,5,0,0,5,7,1,0,0,1,7,0,0,0,0,0,0,0,1,58
40,0,20,9,4,1,1,10,4,4,3,3,8,8,1,1,6,2,1,0,0,0,4,0,1,0,1,1,1,0,0,79
34,0,16,8,0,1,0,14,5,5,5,6,7,4,0,0,7,5,1,1,1,1,7,1,1,0,1,1,0,1,0,69
27,1,6,2,3,0,0,10,6,6,6,5,7,3,0,0,7,7,0,1,1,0,1,0,0,0,0,1,0,1,0,51
32,1,13,8,3,1,0,14,4,4,5,5,9,8,1,1,2,3,1,1,1,1,5,0,1,1,1,1,0,0,0,52
32,0,14,11,4,0,1,6,4,3,5,5,5,4,1,0,3,1,0,1,0,0,5,0,0,0,1,0,0,1,0,42
37,0,19,16,3,0,0,10,5,4,5,4,9,6,0,0,1,8,1,1,0,0,2,1,0,0,1,1,0,0,1,61
40,0,20,6,4,0,1,12,7,6,8,6,8,6,1,1,6,7,0,0,1,1,1,0,0,1,1,1,1,1,0,63
22,1,4,1,4,1,0,14,8,7,8,9,4,3,0,0,2,4,1,0,1,0,7,0,1,1,1,0,1,1,0,59
25,1,7,6,0,1,0,12,5,5,5,6,4,5,1,1,2,3,0,0,1,1,0,0,1,0,1,1,0,0,0,45
29,1,11,7,3,0,0,10,5,4,5,5,7,7,0,1,5,8,0,1,1,1,5,1,1,1,0,1,0,0,1,51
18,1,0,0,3,1,0,8,6,5,5,7,4,8,0,1,1,9,1,0,0,0,2,0,0,0,0,1,0,1,1,50
23,0,3,2,4,0,1,14,8,8,8,7,5,4,0,0,8,7,0,0,1,0,3,0,1,1,0,0,0,0,1,59
38,0,20,6,1,1,0,10,5,6,5,5,5,3,1,1,8,6,1,1,1,0,0,0,1,1,0,0,0,0,0,62
28,0,7,3,2,0,1,10,8,9,8,9,4,9,0,1,5,1,0,1,0,1,1,0,1,0,1,1,0,0,1,62
41,1,20,12,3,1,1,10,9,9,9,10,3,9,1,0,1,5,1,1,0,0,0,0,0,0,1,1,1,1,1,73
32,1,13,9,4,0,0,8,8,8,7,8,5,8,1,1,6,9,0,1,0,0,1,0,1,0,0,1,0,1,1,73
29,0,10,6,4,1,1,12,8,8,9,9,7,7,1,0,1,3,1,0,0,0,5,0,0,1,1,0,0,1,0,66
18,0,0,0,0,1,0,8,6,5,6,5,5,9,0,1,3,8,0,0,0,1,0,0,1,1,1,0,1,1,0,47
41,0,21,12,1,0,1,8,8,8,8,8,4,9,1,1,4,7,1,1,1,0,4,1,0,0,0,0,0,1,0,73
30,0,12,4,0,0,0,10,8,8,9,9,4,5,0,1,5,4,0,1,1,0,0,0,0,1,1,1,1,0,0,60
28,1,9,4,0,1,0,6,5,6,5,6,4,9,1,0,1,7,0,1,1,1,1,0,1,1,0,1,0,0,0,47
34,1,16,7,3,1,1,12,4,3,3,4,9,7,0,1,3,8,0,1,1,1,6,0,0,0,0,0,0,0,1,64
35,0,17,5,0,0,1,10,7,8,7,7,5,3,0,1,5,2,1,0,0,1,5,1,1,1,0,1,1,0,1,64
21,0,1,0,1,1,0,10,5,5,4,4,6,5,1,1,1,5,0,1,1,1,7,1,0,1,1,0,0,0,0,48
18,0,0,0,2,1,1,10,4,3,4,5,8,9,0,0,1,2,1,0,1,1,7,1,0,1,0,1,1,0,1,59
18,0,0,0,1,0,0,12,7,7,6,6,6,4,0,1,9,6,1,0,1,0,2,0,1,0,1,1,1,1,1,51
21,1,1,0,0,0,0,10,6,5,7,5,3,3,0,1,7,5,1,1,1,1,1,1,1,0,1,0,0,0,1,27
31,1,10,6,2,1,0,6,6,6,6,5,6,7,0,1,5,4,0,0,1,0,6,1,0,1,0,0,1,0,1,51
27,0,6,4,3,1,1,10,6,5,7,5,9,6,0,0,7,6,0,0,1,0,4,1,1,1,0,1,0,1,0,56
32,0,11,8,1,1,0,6,7,6,7,6,5,8,1,0,8,4,1,0,1,0,7,0,0,1,0,0,1,1,0,55
19,1,0,0,1,0,0,6,4,5,4,5,3,4,1,0,3,3,1,1,1,0,2,1,0,1,0,0,0,1,1,22
24,1,3,0,1,0,0,8,9,8,10,10,3,6,0,0,5,3,0,0,1,0,2,0,0,1,1,1,1,0,1,36
27,0,9,7,3,1,0,8,7,7,6,8,7,7,0,1,6,1,0,0,0,0,5,1,1,0,0,1,0,1,1,50
20,1,2,1,2,0,1,12,8,8,7,8,9,4,1,0,9,9,1,1,0,1,4,0,1,0,0,1,0,1,1,50
30,0,9,5,1,0,0,8,7,8,6,6,3,5,0,1,5,9,0,1,0,0,5,1,0,1,1,0,1,1,1,58
38,0,17,11,0,0,1,12,5,5,4,5,6,6,0,1,2,2,1,1,0,0,2,0,0,1,0,0,0,0,0,55
39,1,20,9,1,0,0,12,7,6,6,6,3,9,0,0,1,2,0,1,0,1,6,1,0,1,0,1,1,1,1,68
26,0,6,2,0,1,1,12,8,9,9,8,7,9,0,0,5,7,1,1,1,0,7,0,0,1,1,0,0,1,0,67
19,1,0,0,2,1,1,8,4,5,5,3,9,3,1,0,4,2,0,1,1,1,4,1,0,1,1,1,1,0,0,45
20,0,2,0,4,0,0,10,5,4,4,5,7,8,0,1,6,2,1,0,1,1,1,0,1,0,1,1,0,1,1,46
31,1,12,6,3,1,0,10,9,9,8,8,4,4,0,1,4,4,1,1,1,1,6,0,1,1,1,1,0,1,1,47
35,1,17,13,2,0,0,6,5,4,4,4,6,9,0,1,6,6,0,1,1,1,1,1,0,1,0,0,1,0,1,51
42,1,23,20,3,1,1,12,9,10,8,8,7,5,1,1,6,2,1,1,1,0,3,1,0,1,0,0,1,1,1,83
43,0,23,15,1,0,1,14,6,7,7,6,8,3,0,0,5,8,1,0,0,0,6,1,0,1,1,1,1,0,0,70
33,1,12,7,0,1,0,10,4,4,4,5,3,9,1,1,1,6,1,0,0,0,7,1,0,0,0,1,1,0,0,52
32,0,12,7,4,1,0,6,5,6,6,6,6,8,1,1,5,3,0,1,1,1,4,0,0,0,0,1,1,0,0,59
32,1,14,10,1,1,1,14,4,4,4,4,3,7,1,0,7,5,1,1,1,0,2,1,0,0,1,0,0,1,0,60
27,0,6,4,2,0,0,6,6,6,7,7,9,5,1,0,9,3,1,1,0,0,0,0,0,1,1,0,0,1,1,54
39,1,21,18,3,0,0,8,5,4,4,4,9,6,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,1,67
30,0,11,9,3,1,0,8,7,6,8,6,6,4,0,0,3,9,0,0,1,1,2,1,0,0,1,1,0,1,1,63
19,0,0,0,4,1,1,10,9,10,10,8,5,3,0,0,3,8,0,1,1,1,3,1,1,0,0,1,1,1,0,51
25,0,4,1,4,1,0,12,9,9,10,10,8,3,1,0,5,7,1,0,1,1,3,1,0,1,0,0,1,0,0,56
33,1,12,8,4,0,0,8,8,7,7,8,3,7,0,0,5,2,1,0,0,1,4,0,0,0,1,0,0,0,1,49
21,1,1,0,4,0,0,8,8,9,9,9,5,4,1,1,7,4,0,0,0,1,6,1,1,1,0,0,0,0,0,50
20,0,1,0,4,1,0,6,5,6,4,5,7,6,0,0,4,1,1,1,0,0,5,1,0,0,0,0,0,0,0,48
26,0,7,2,2,0,1,14,7,8,8,7,6,9,1,0,7,2,0,0,0,0,6,0,1,0,1,1,0,0,1,65
34,0,13,8,3,0,0,8,8,8,8,8,3,5,0,0,4,7,1,1,1,1,2,0,0,0,0,0,1,1,0,54
29,0,9,3,0,1,0,6,4,4,5,3,6,4,0,1,8,6,0,0,1,1,1,1,0,0,0,0,0,0,0,35
18,1,0,0,1,1,0,12,7,7,8,6,3,7,1,1,7,5,0,0,0,0,1,1,1,0,0,1,0,1,0,43
28,0,10,6,0,0,0,10,6,7,6,6,9,7,0,0,2,5,1,0,0,1,5,0,0,1,1,1,0,1,0,64
32,1,12,10,0,0,1,6,8,7,7,7,3,6,1,1,8,7,1,1,0,0,6,0,1,0,0,0,1,1,0,37
34,0,13,6,4,0,1,10,8,8,9,9,5,9,1,0,8,6,1,0,1,0,0,0,0,1,0,1,1,1,1,62
32,1,13,9,4,0,0,10,7,7,8,6,3,7,0,1,2,2,0,0,1,1,7,0,0,0,1,0,1,1,0,71
35,0,15,5,2,0,0,8,4,3,3,5,9,3,0,0,6,2,0,0,0,0,5,0,0,1,0,1,1,1,1,58
37,0,17,5,2,1,0,8,4,3,4,3,4,3,0,1,2,8,1,0,1,1,6,1,1,1,0,1,0,1,1,62
20,0,0,0,3,0,1,6,5,5,4,4,9,5,0,0,5,4,0,1,0,0,0,0,1,0,0,1,0,0,0,29
32,1,14,8,4,0,0,8,9,9,9,9,6,4,1,1,5,4,1,1,1,1,0,1,1,1,0,1,0,1,1,53
38,1,20,15,2,0,1,6,9,8,9,9,3,5,0,1,5,2,1,0,0,0,6,1,0,0,1,0,1,1,1,61
33,1,12,8,2,1,1,6,7,8,8,7,7,4,0,0,4,3,0,0,1,0,0,0,0,1,0,0,1,1,1,57
28,0,9,4,2,0,0,10,5,6,6,4,5,9,0,1,6,1,0,1,1,1,4,1,1,1,1,1,1,0,0,62
46,0,25,20,3,0,0,12,5,6,6,4,3,8,0,0,5,7,1,0,0,0,4,0,0,0,0,0,0,1,1,74
28,1,9,4,2,1,0,10,4,5,4,4,6,3,0,0,6,5,0,1,0,1,1,1,0,1,1,1,0,0,1,47
35,1,15,11,0,0,1,6,7,6,7,7,3,5,0,1,6,3,0,1,1,0,6,1,0,1,0,0,1,1,1,46
20,0,0,0,4,0,1,12,6,5,7,5,5,4,1,1,1,6,0,0,1,0,7,0,1,0,1,0,1,0,1,59
30,0,10,7,4,0,1,10,5,6,4,6,3,4,1,1,3,5,0,0,1,0,3,0,1,1,1,1,1,0,0,46
18,1,0,0,1,1,0,8,5,6,5,5,7,8,1,0,4,2,0,1,0,1,6,0,0,0,0,1,0,0,1,45
42,1,23,17,4,0,1,10,8,9,7,9,4,5,1,0,5,5,1,1,0,0,3,1,0,0,0,1,0,0,1,82
28,0,7,3,3,0,1,14,5,4,4,4,6,4,1,1,7,6,0,0,0,1,3,0,0,0,0,0,0,1,1,58
18,0,0,0,1,0,0,12,5,6,5,5,6,7,0,1,3,9,1,1,1,0,1,0,0,0,0,1,0,1,0,46
24,0,3,1,3,1,0,10,7,7,6,8,8,8,1,1,7,9,1,0,0,0,2,0,0,0,1,0,1,1,1,59
41,1,22,7,1,1,1,12,7,8,6,7,4,3,1,1,4,5,1,0,0,0,7,0,0,0,0,0,0,1,0,68
28,1,7,6,1,0,1,12,5,5,6,5,7,5,1,1,9,1,0,0,1,0,4,1,1,1,1,0,1,0,1,61
18,0,0,0,1,0,1,10,7,7,7,6,4,4,1,1,4,7,1,1,1,1,5,1,0,1,0,0,1,0,1,44
18,0,0,0,1,0,0,6,6,5,7,6,9,8,1,1,6,9,1,1,1,0,3,0,1,0,0,0,1,1,0,53
25,0,5,2,2,0,0,10,5,6,6,5,9,5,1,0,2,1,1,1,0,0,2,0,1,0,1,0,0,0,0,56
19,1,0,0,1,1,0,8,6,5,5,6,3,5,1,1,5,7,0,1,1,0,2,0,0,0,0,1,1,1,1,48
27,0,7,4,3,0,0,10,5,6,6,4,7,8,0,1,3,6,0,0,0,0,3,0,1,0,1,0,0,0,0,58
27,1,7,3,2,0,0,10,7,8,6,7,8,8,0,0,6,1,0,0,1,1,3,0,1,1,1,1,1,0,0,46
35,1,14,6,3,0,0,12,8,9,9,7,5,6,0,0,8,8,1,0,1,1,7,1,1,1,0,0,1,1,1,65
18,0,0,0,2,0,1,12,7,7,8,6,9,6,0,0,1,3,0,0,1,1,3,1,0,0,0,0,1,0,0,57
25,1,4,3,2,0,1,10,4,3,5,5,4,3,0,1,8,6,0,0,1,0,5,0,1,1,0,0,1,0,1,37
41,0,22,7,4,1,1,8,6,7,7,6,4,7,1,1,1,8,0,1,0,1,2,0,1,1,0,1,0,1,0,63
23,0,4,2,3,1,0,8,5,4,5,5,6,6,0,1,5,7,0,1,1,1,0,0,0,0,0,1,1,0,0,49
37,1,16,8,0,0,0,6,6,6,5,5,8,3,0,0,2,4,1,0,0,0,0,0,0,0,1,0,0,1,0,54
28,1,8,4,3,0,0,12,5,5,5,5,8,9,0,1,3,1,0,0,1,1,2,1,0,1,0,1,0,0,1,66
40,1,20,17,0,1,1,10,9,10,9,8,5,5,1,1,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,64
28,0,8,4,4,1,0,8,7,8,6,6,6,3,0,0,9,1,1,0,0,0,7,0,1,1,0,1,1,1,0,49
38,1,17,8,1,1,1,14,5,4,5,6,3,3,1,0,1,6,0,0,0,0,1,0,0,1,1,1,1,0,0,66
49,0,28,19,4,0,0,8,5,5,4,5,5,4,1,0,4,3,1,0,1,1,5,1,1,1,1,1,1,0,0,59
21,0,1,0,0,1,0,8,6,6,6,6,9,7,1,0,3,6,0,1,1,1,7,1,0,0,1,1,1,0,1,56
26,1,6,3,1,0,0,6,5,5,4,4,8,4,0,0,8,5,0,1,0,0,0,1,1,1,0,0,1,1,0,50
26,0,8,3,1,0,0,10,7,6,8,6,6,8,1,1,4,5,1,1,0,0,2,0,0,0,1,0,1,0,1,56
32,1,14,11,1,1,0,10,8,7,7,7,3,5,1,1,9,9,0,1,1,0,7,1,1,1,1,1,1,1,1,52
31,0,10,8,1,1,1,10,7,6,8,7,9,5,1,1,6,8,0,1,0,1,1,1,1,1,1,0,0,1,0,55
39,1,18,9,4,0,1,10,8,7,8,7,5,6,0,0,9,8,0,1,1,0,4,1,0,0,1,1,1,1,0,70
28,1,9,4,1,1,1,6,4,4,5,4,3,5,0,1,8,4,1,1,0,1,2,0,1,0,1,0,0,0,0,36
18,0,0,0,4,1,0,10,7,6,7,7,5,3,1,0,8,8,1,0,0,0,2,1,1,1,0,0,0,1,1,35
20,0,1,0,0,0,1,10,6,7,5,7,4,9,0,0,7,4,0,1,0,0,0,1,0,1,1,0,0,0,0,40
34,1,15,5,4,1,1,6,6,6,5,5,5,9,0,1,5,3,0,1,1,0,5,1,0,0,0,0,0,1,0,61
37,0,16,12,1,1,0,8,9,8,9,9,5,7,1,1,4,7,0,0,1,0,6,1,0,0,0,1,1,1,0,75
32,0,13,6,2,0,1,12,9,10,9,9,5,6,1,0,9,7,0,0,0,0,2,1,1,0,0,1,0,0,0,53
31,0,11,3,3,0,0,10,6,6,6,5,4,5,1,0,6,2,0,1,1,1,5,0,1,0,1,0,0,0,1,59
28,1,10,7,2,0,1,10,4,5,5,3,3,3,0,1,7,8,0,0,0,1,1,0,1,1,0,1,0,0,0,55
31,0,10,8,1,0,0,14,5,5,6,5,9,8,0,0,7,4,1,1,1,1,3,0,0,1,1,0,1,1,1,58
27,1,9,6,0,1,1,6,9,9,9,8,6,8,1,0,1,8,0,0,0,0,5,1,0,0,1,0,0,0,0,67
22,1,4,3,0,0,0,12,6,5,6,7,7,5,0,0,6,4,1,1,1,0,7,0,1,0,0,1,0,1,0,40
18,1,0,0,4,1,1,12,7,7,8,6,4,6,0,0,7,4,1,1,1,0,1,1,0,1,0,0,1,0,0,36
23,0,2,1,3,0,0,10,8,7,9,8,6,8,0,0,4,8,0,0,1,0,5,0,1,0,0,0,1,1,0,59
51,0,32,21,1,0,0,12,9,8,8,8,6,7,1,1,3,2,0,0,0,0,3,1,1,1,1,0,1,0,0,96
29,1,9,6,2,0,0,8,4,3,3,5,4,4,1,0,9,5,1,1,1,0,6,1,0,1,0,0,0,1,0,36
24,0,3,1,1,0,1,8,8,7,8,7,7,5,0,1,3,4,1,1,0,1,0,0,1,0,0,1,0,0,1,60
21,0,1,0,2,1,0,10,4,5,4,3,9,3,0,1,6,4,1,1,1,1,3,0,0,0,0,0,0,0,0,44
26,0,6,5,1,1,0,10,6,5,5,6,8,9,1,0,8,8,1,0,1,0,5,1,1,0,1,1,1,0,0,56
30,0,10,5,1,1,1,6,9,8,8,9,7,9,1,1,9,9,0,0,0,0,0,0,0,1,0,0,1,0,0,60
28,1,9,7,3,1,1,12,4,3,4,3,5,7,0,1,3,8,1,0,1,0,0,0,1,0,0,1,0,0,1,51
26,0,8,3,1,1,0,8,5,4,6,6,7,3,1,0,3,7,1,0,1,1,4,0,0,1,1,0,0,1,1,56
39,0,21,11,3,1,1,12,4,4,4,4,9,3,1,0,1,8,0,1,0,1,6,1,0,1,1,0,0,1,1,71
36,0,17,9,2,0,0,14,6,7,6,5,6,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,66
28,0,8,3,4,1,0,10,6,5,6,5,9,6,1,1,3,3,0,0,0,0,5,0,1,1,1,0,0,0,0,57
18,1,0,0,3,0,0,10,5,5,5,5,6,6,1,0,3,4,0,0,1,1,6,0,1,0,0,1,0,0,0,50
25,0,6,2,1,0,0,10,9,8,10,8,7,9,0,0,4,6,0,0,0,1,5,1,1,0,0,0,1,1,0,65
38,1,18,12,4,1,0,12,8,9,8,8,8,9,0,0,4,5,0,1,1,1,7,1,1,0,0,0,1,1,0,70
31,1,12,5,3,0,1,8,7,6,6,6,8,3,1,0,3,8,0,1,1,0,1,0,1,1,0,1,1,1,0,60
37,0,16,11,0,0,1,12,7,6,6,7,8,4,1,1,1,4,0,0,0,0,2,0,1,1,0,0,1,1,1,65
18,0,0,0,2,1,0,10,7,8,8,7,3,9,0,0,1,2,0,0,0,0,7,1,1,1,1,1,1,0,0,44
22,0,1,0,0,0,0,12,4,5,3,5,6,9,0,0,8,4,0,0,0,0,2,1,1,1,0,0,0,0,0,54
26,1,7,4,2,1,0,14,4,4,5,4,8,5,1,1,6,1,0,1,0,1,0,0,0,0,0,0,1,1,0,45
38,1,17,14,0,1,0,8,8,9,7,7,8,3,0,1,4,9,1,0,1,1,0,0,0,0,1,0,0,1,1,54
37,1,19,16,1,0,0,14,4,5,4,5,9,8,0,1,6,7,0,0,1,1,6,1,0,1,1,1,0,1,0,76
35,0,17,13,4,0,1,6,5,6,6,6,6,9,1,1,2,5,0,1,1,1,3,1,0,1,0,1,0,0,0,55
30,1,9,4,3,1,0,8,8,8,8,9,8,6,0,1,2,5,1,0,0,1,6,0,1,0,0,1,0,1,0,60
24,1,6,4,0,0,1,10,7,6,7,6,6,8,1,0,7,6,0,1,1,1,5,1,0,0,0,1,0,1,0,63
18,1,0,0,1,0,1,8,9,8,10,10,4,8,1,0,4,1,0,1,1,0,3,1,0,0,0,1,0,0,0,37
31,1,13,7,2,0,0,12,8,7,7,8,4,5,0,1,7,1,0,0,0,1,2,0,0,1,0,1,1,0,1,61
43,1,22,9,1,0,0,10,8,8,8,8,4,4,0,0,1,4,0,0,1,0,5,0,0,1,0,1,0,1,1,61
40,0,21,13,3,1,1,14,9,10,10,10,4,3,0,1,1,1,0,1,0,1,7,1,1,1,0,0,1,0,1,73
36,0,15,4,1,0,0,10,4,3,4,3,7,3,1,1,8,9,0,0,1,0,3,1,1,1,1,0,0,1,0,48
32,0,11,4,4,0,0,8,8,9,9,7,8,5,0,0,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0,59
18,0,0,0,0,0,1,10,6,5,7,7,7,8,1,1,4,7,0,0,0,1,6,1,1,1,0,1,0,0,1,57
27,1,6,4,3,0,1,10,4,3,4,5,4,3,1,1,1,3,1,1,0,0,0,0,1,0,0,1,1,0,1,41
26,1,6,2,3,1,1,8,7,8,6,6,8,5,1,1,2,1,0,1,1,0,2,1,0,1,0,0,0,0,1,49
33,1,14,11,4,0,0,14,7,7,7,6,8,4,0,1,3,9,0,0,0,0,2,0,0,1,0,0,0,0,1,70
41,0,22,16,0,1,0,8,9,10,10,10,5,5,0,1,3,3,0,0,0,1,4,0,1,0,1,0,1,0,1,54
29,0,11,7,1,0,1,10,7,6,8,7,5,9,1,0,2,9,0,0,0,1,3,0,1,1,0,1,0,0,0,67
28,1,7,3,2,0,0,6,7,6,8,6,4,6,1,1,3,8,0,0,1,1,0,0,1,0,0,1,0,0,0,47
25,1,6,2,1,1,1,14,7,6,8,7,3,3,0,0,8,6,1,0,0,0,4,1,1,1,1,1,0,1,0,54
47,0,27,14,2,1,0,8,8,8,7,9,3,7,0,1,5,4,0,1,1,0,4,1,0,1,1,0,1,0,0,75
27,1,8,4,0,0,0,12,4,3,4,3,4,5,1,0,6,4,1,1,0,1,3,1,1,0,0,1,0,0,0,45
34,0,16,7,0,1,1,12,5,4,5,6,6,7,0,0,8,2,1,1,1,1,1,1,0,1,0,0,1,0,1,67
30,0,12,7,2,0,0,12,8,9,7,8,6,5,0,1,4,4,1,0,1,0,2,0,1,0,1,1,0,0,0,77
39,0,18,9,4,1,1,10,7,6,6,6,4,8,0,1,4,8,1,0,1,0,2,0,1,1,1,1,1,1,1,68
42,1,21,9,3,0,0,10,7,7,6,8,6,9,1,1,4,3,0,1,1,0,3,0,0,1,0,1,0,1,0,82
29,0,9,6,0,0,0,8,5,5,5,4,5,9,0,0,7,9,1,1,1,0,5,1,1,0,0,1,0,1,0,62
20,1,0,0,2,1,1,8,4,4,3,4,5,4,0,0,6,4,0,1,1,1,5,0,0,0,1,0,0,1,1,30
42,0,21,15,3,0,1,10,9,9,9,8,5,8,0,1,8,2,0,1,0,1,7,0,1,1,0,1,0,0,0,78
30,0,9,7,4,1,0,8,7,7,8,6,4,8,1,0,1,9,1,1,1,1,5,1,0,1,0,1,0,0,1,51
25,1,6,2,3,1,1,8,9,8,10,8,7,9,0,1,3,4,1,0,0,0,5,0,1,0,1,0,0,0,1,61
18,1,0,0,1,0,0,10,4,5,4,4,3,7,1,1,6,9,0,1,0,0,5,0,0,1,1,1,1,1,0,41
34,1,16,5,1,1,1,14,6,6,5,7,7,8,1,0,4,6,0,1,1,1,6,0,0,0,0,0,0,0,0,73
31,1,11,9,4,0,1,10,5,5,4,4,5,4,1,1,6,1,0,0,0,1,5,1,0,0,0,0,1,0,1,70
33,0,12,6,4,0,1,10,7,6,8,6,6,9,0,0,5,8,1,1,1,0,5,0,0,0,0,1,0,0,1,55
26,1,7,2,4,1,1,10,7,8,6,8,3,5,1,1,8,4,0,1,1,0,5,1,1,0,0,1,0,0,1,49
27,0,7,5,2,0,0,8,7,6,8,8,9,5,1,0,7,6,0,1,0,0,0,0,0,1,1,1,1,0,1,57
39,1,21,14,1,1,0,6,9,10,9,8,9,7,1,1,6,6,0,1,0,1,5,0,0,0,1,0,1,1,0,84
24,0,5,2,2,1,0,12,9,8,10,9,3,4,1,0,6,6,0,0,0,1,3,0,1,1,1,0,0,1,0,53
31,1,12,3,1,1,1,10,5,5,4,4,6,5,0,1,5,6,1,0,1,1,1,0,0,1,0,1,0,1,1,39
18,0,0,0,3,0,0,14,5,4,5,5,4,5,1,0,7,1,0,1,0,0,7,0,1,1,1,0,1,0,0,53
36,1,18,8,2,1,1,8,8,7,7,9,5,6,1,1,5,7,0,1,1,1,0,0,1,0,1,1,0,1,0,77
36,1,17,6,1,1,0,8,6,6,7,7,8,3,0,0,3,7,1,0,1,0,5,1,0,1,1,0,1,0,1,52
18,0,0,0,0,1,1,12,9,9,8,10,4,7,1,0,8,3,0,1,1,0,5,1,1,0,1,1,0,1,0,57
44,1,23,8,3,0,1,12,6,7,7,6,7,6,0,1,4,3,0,1,0,0,2,1,1,0,0,0,1,1,1,78
31,1,10,3,0,0,1,8,6,5,6,7,4,8,0,0,5,8,0,0,0,1,5,1,0,0,0,1,0,1,1,48
27,1,9,4,0,1,1,10,8,7,9,7,4,3,1,1,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,52
41,0,21,11,2,0,1,8,8,8,7,9,6,9,0,0,7,5,0,1,1,1,1,1,0,0,1,1,1,0,0,72
21,0,1,0,3,1,1,10,4,3,5,4,3,5,0,1,3,9,1,1,1,0,6,0,1,1,0,0,0,0,1,32
18,1,0,0,3,1,1,8,8,9,9,8,8,9,1,1,2,5,1,0,0,1,5,0,1,0,1,0,0,0,0,64
26,1,6,3,4,1,0,12,5,5,6,4,8,7,1,0,4,1,1,0,1,0,7,0,0,0,0,1,1,0,0,66
30,0,11,9,1,1,0,6,4,5,4,4,6,4,1,1,2,1,0,1,0,1,3,1,1,0,0,0,0,0,1,40
