age,gender,work_experience,canada_workex,dep_num,canada_born,citizen_status,level_of_schooling,fluent_english,reading_english_scale,speaking_english_scale,writing_english_scale,numeracy_scale,computer_scale,transportation_bool,caregiver_bool,housing,income_source,felony_bool,attending_school,currently_employed,substance_use,time_unemployed,need_mental_health_support_bool,employment_assistance,life_stabilization,retention_services,specialized_services,employment_related_financial_supports,employer_financial_supports,enhanced_referrals,success_rate
19,0,0,0,1,1,1,8,8,8,7,9,7,3,1,1,4,4,1,1,0,0,2,1,0,1,1,1,1,0,0,36
33,0,12,4,4,1,0,8,6,7,6,6,4,6,0,0,4,7,0,0,1,0,1,1,0,0,1,1,1,0,1,59
18,0,0,0,1,1,0,10,7,8,6,6,4,9,1,0,5,3,0,0,0,0,3,1,0,1,0,1,0,1,1,66
38,0,17,11,0,1,0,8,8,8,8,9,9,9,1,1,8,8,0,0,1,1,1,0,1,0,0,0,1,1,0,74
26,0,5,3,1,0,1,12,7,8,7,6,7,7,0,1,4,2,0,1,1,1,4,1,1,1,1,1,1,0,1,60
29,1,8,5,0,0,0,14,4,4,3,3,5,7,0,0,9,2,1,1,0,1,6,0,0,1,0,0,1,1,0,26
40,0,22,13,1,0,1,8,9,8,8,10,7,7,1,0,3,5,0,1,0,0,7,0,0,0,0,1,1,1,0,85
19,0,0,0,1,1,0,8,4,4,5,3,6,7,1,0,9,1,0,1,1,1,1,0,1,0,0,1,0,0,0,43
18,1,0,0,2,1,1,10,5,6,4,5,4,7,1,1,2,1,1,0,0,1,6,1,0,1,0,0,0,1,0,16
25,1,4,2,2,1,0,12,8,9,7,7,5,9,1,1,6,3,0,0,1,0,2,0,1,0,0,0,0,0,0,74
38,1,18,9,3,1,1,8,5,6,4,6,9,4,0,1,5,6,1,1,0,1,5,0,1,1,1,0,1,1,1,39
18,1,0,0,1,0,0,6,8,8,9,9,3,5,1,1,5,6,0,0,1,1,7,0,1,1,0,0,1,1,1,40
18,0,0,0,0,0,1,10,9,10,9,9,9,8,0,0,6,8,0,1,0,1,6,0,1,1,0,0,1,0,0,60
26,0,8,3,1,0,0,14,7,7,8,8,4,7,1,1,7,7,1,1,0,0,0,1,0,1,0,0,1,0,0,55
34,0,15,5,4,1,0,10,8,7,7,7,9,9,0,0,4,1,0,0,0,1,0,0,1,0,1,1,1,0,1,75
39,1,19,9,0,1,0,10,4,3,3,3,7,8,1,1,4,1,0,1,1,0,6,1,0,1,0,0,1,0,0,68
26,1,7,5,4,1,0,14,7,8,6,8,5,3,0,0,9,4,1,0,1,1,5,0,0,0,1,0,1,0,1,35
26,0,5,3,3,1,1,12,9,9,9,9,4,9,1,0,4,1,0,0,0,1,3,1,0,0,0,1,0,0,0,65
39,1,20,10,4,1,0,12,4,4,5,4,3,8,0,1,8,1,0,1,0,0,6,1,0,0,1,1,1,0,1,64
18,0,0,0,3,0,1,10,7,8,8,8,3,9,0,0,1,1,1,0,0,1,4,1,0,1,1,1,1,0,0,35
26,1,7,5,3,1,0,14,8,8,8,7,8,8,0,0,4,3,0,0,0,1,3,0,1,1,1,0,0,0,0,63
31,1,12,5,3,0,0,12,8,9,9,9,7,9,1,1,2,2,1,1,1,0,7,1,0,0,0,0,0,1,1,74
33,0,15,6,4,1,0,12,4,5,4,5,6,5,0,0,5,8,1,0,0,1,6,0,0,0,1,1,0,0,0,37
25,0,5,4,3,0,0,12,6,5,6,6,7,8,0,1,2,7,0,1,0,0,5,1,0,0,1,0,0,1,0,62
30,0,12,8,3,1,1,12,8,9,9,7,5,6,1,1,7,8,1,0,1,0,1,1,0,0,1,1,0,0,0,70
18,1,0,0,2,1,1,8,6,6,7,6,7,9,1,1,7,4,0,0,0,1,1,0,1,0,0,0,0,1,0,47
24,1,6,3,1,0,0,8,7,8,7,7,5,6,1,0,9,9,1,1,0,0,7,1,0,0,1,1,0,0,1,33
33,0,14,10,3,1,1,12,6,5,7,5,8,9,0,0,4,5,0,1,0,0,1,1,1,0,0,0,0,0,1,83
22,0,4,1,0,1,1,8,4,3,4,3,8,7,0,1,5,7,0,0,1,1,4,0,0,0,1,0,0,0,1,44
30,0,10,4,0,1,0,10,5,5,6,4,8,4,0,1,3,4,1,1,0,1,6,1,1,1,0,0,0,0,1,42
33,1,15,9,2,0,0,8,5,6,6,6,6,9,0,0,7,1,1,0,0,0,0,1,0,1,0,1,1,1,1,60
27,1,6,2,4,1,1,12,4,4,5,3,8,4,1,1,5,8,0,0,1,0,5,0,0,1,1,0,0,1,0,67
31,0,12,4,4,1,1,8,5,5,6,6,7,5,0,1,9,9,0,1,1,1,2,0,1,1,0,1,0,1,1,63
22,0,1,0,4,1,0,12,4,5,5,4,3,4,1,1,7,9,0,0,0,1,2,1,1,1,1,0,0,1,1,36
28,0,8,2,3,1,0,10,8,7,7,7,5,8,0,0,4,8,0,0,1,0,1,0,1,1,0,1,1,0,0,67
34,1,14,10,4,1,0,8,6,6,5,7,9,6,1,0,7,1,1,1,1,1,6,0,1,1,0,0,1,1,1,53
31,1,11,6,4,0,0,10,5,5,6,6,5,7,1,0,1,3,1,1,1,0,1,0,0,1,1,0,0,1,0,53
25,0,5,1,1,0,0,8,8,7,9,9,3,3,0,1,2,5,0,1,0,1,6,1,0,1,0,1,1,0,0,38
31,1,13,5,3,0,0,8,5,6,6,6,9,8,0,1,3,7,0,1,0,1,1,0,0,0,0,1,0,1,1,56
35,0,16,5,3,0,0,10,7,8,7,7,7,6,0,1,5,8,0,0,1,1,4,0,1,1,0,1,0,0,0,70
18,0,0,0,0,1,0,6,4,5,3,3,6,6,1,1,5,1,1,0,1,1,2,0,0,0,0,1,0,0,1,20
39,0,18,6,0,1,0,14,4,3,4,3,4,5,1,0,7,5,0,0,0,1,3,0,1,0,0,0,0,0,0,55
27,1,7,5,1,0,0,6,8,8,7,7,7,8,0,0,9,3,0,0,0,0,0,1,1,1,0,0,1,0,1,64
33,0,14,4,2,0,1,12,7,6,6,6,8,9,1,1,9,7,1,0,0,0,3,1,0,0,1,0,0,1,1,67
39,0,18,8,3,0,1,10,6,6,7,5,9,4,0,0,6,6,0,0,0,1,0,0,0,1,1,1,0,1,1,64
19,1,0,0,0,0,1,10,7,7,8,6,7,3,0,1,7,1,0,1,1,0,4,1,1,0,1,1,0,1,1,62
24,0,3,2,4,0,0,10,7,8,7,8,5,3,0,1,8,2,1,1,1,1,0,0,0,1,1,1,0,0,1,39
27,0,9,3,3,1,1,12,9,10,9,8,5,9,0,0,4,5,0,0,0,0,7,1,1,1,0,1,1,1,0,73
23,0,3,2,3,0,0,12,6,7,7,7,6,4,1,0,7,5,0,0,0,1,4,1,1,1,1,0,1,0,1,44
43,0,25,14,3,1,0,12,6,5,7,6,8,9,0,1,6,1,1,0,1,0,2,0,0,1,0,0,0,1,1,74
23,1,2,1,0,1,0,8,7,8,6,8,9,7,1,1,8,4,0,1,0,1,6,0,1,0,1,1,1,1,1,45
25,1,7,4,1,0,1,12,5,4,4,5,6,4,1,0,1,9,1,0,1,0,6,0,1,1,0,1,0,0,1,50
31,0,13,9,0,1,0,8,9,10,10,8,6,7,1,0,5,9,1,1,0,1,0,0,0,1,0,0,1,1,1,36
20,1,2,1,4,1,0,6,5,6,4,5,3,3,1,0,3,5,1,0,0,0,1,0,0,0,1,0,1,1,1,22
26,1,6,2,4,1,1,10,7,8,7,7,9,8,1,1,9,7,0,1,0,1,1,1,0,0,0,1,0,1,1,66
32,1,11,7,2,1,0,10,5,4,4,6,4,5,0,0,9,2,1,0,1,1,6,0,1,1,0,1,1,1,0,47
27,1,6,3,0,0,1,10,6,6,7,7,4,6,1,0,3,1,1,1,1,0,4,0,1,1,1,1,1,0,0,43
29,1,9,2,0,1,1,12,6,5,5,6,9,8,0,0,2,2,0,1,1,0,7,1,1,1,0,0,1,1,0,89
25,1,7,2,2,1,0,8,5,4,6,5,8,3,0,1,5,4,0,1,1,0,7,0,1,1,0,1,0,0,1,59
18,1,0,0,2,0,1,8,6,5,5,5,6,3,0,0,4,6,0,0,0,1,2,1,1,0,1,0,0,0,1,35
32,1,13,8,3,0,1,6,4,4,4,5,5,3,0,0,7,3,1,0,0,0,4,1,1,1,0,0,1,0,1,22
44,0,25,16,3,0,0,12,6,5,6,6,4,6,1,0,8,2,0,1,1,0,3,0,1,1,1,1,0,1,1,85
30,0,11,6,4,1,0,10,7,8,8,8,9,7,1,0,4,7,0,0,1,0,3,0,0,1,0,1,1,0,1,77
31,0,11,3,1,0,0,8,8,8,9,7,9,5,0,1,3,8,1,1,1,0,3,0,0,1,0,1,0,1,0,60
35,0,14,8,4,1,0,12,5,4,6,4,7,8,0,0,9,9,1,1,0,1,1,1,1,0,1,1,0,1,1,51
19,0,0,0,0,0,1,10,9,8,8,9,3,8,0,1,8,8,1,1,0,0,5,0,0,0,1,0,0,1,0,40
43,0,22,11,1,1,0,10,5,5,4,4,5,5,0,0,7,2,0,1,1,1,3,1,0,1,1,1,1,1,1,74
31,0,10,6,3,0,1,10,6,5,5,6,3,5,0,0,8,3,1,0,1,1,0,0,1,1,0,0,0,0,1,40
43,0,22,16,2,0,0,10,6,6,6,7,7,7,0,0,8,1,0,0,1,1,7,0,1,1,0,0,0,0,1,69
24,1,4,3,2,1,1,12,8,9,9,9,4,8,1,0,8,1,1,1,0,0,3,1,0,0,1,0,0,0,1,53
44,0,24,14,4,0,0,8,8,7,7,8,3,4,1,0,1,6,0,1,0,1,1,1,1,1,0,0,0,1,0,59
36,0,16,13,0,0,1,8,9,8,9,9,8,4,1,0,4,3,1,1,0,1,0,1,1,1,1,0,0,0,1,56
34,1,14,7,0,1,0,8,7,8,8,7,3,5,1,1,7,4,1,0,1,0,2,0,1,0,1,0,0,1,1,54
31,1,12,9,2,0,1,10,4,3,4,5,3,3,0,1,6,8,0,1,0,1,4,1,0,0,1,1,0,1,0,38
28,0,10,4,4,0,0,12,7,6,8,8,9,3,1,1,3,5,1,0,0,0,4,0,0,1,0,1,1,1,1,58
39,0,21,9,4,1,1,10,9,9,8,8,7,6,1,1,3,6,1,1,0,0,5,0,1,0,1,1,1,0,0,73
31,0,13,4,3,1,0,8,5,4,5,4,9,4,0,1,4,9,1,0,0,1,0,1,0,1,0,0,0,0,0,35
18,1,0,0,3,0,0,12,6,7,6,7,5,3,1,0,6,2,1,1,1,0,5,0,0,0,0,1,0,0,0,39
21,0,3,1,3,0,0,12,7,6,7,8,9,9,0,0,1,3,1,1,0,1,0,0,0,1,0,0,0,1,1,42
28,1,9,3,1,1,0,12,6,6,7,6,5,5,0,0,4,5,0,0,0,1,5,0,1,0,1,0,0,1,0,54
32,0,13,5,4,1,0,10,6,7,7,7,7,6,0,0,9,2,1,0,1,1,4,1,1,0,0,1,1,1,0,41
29,1,10,8,4,0,1,12,7,8,7,8,9,4,0,1,7,8,1,1,0,0,4,0,1,1,0,1,0,0,1,64
39,1,21,16,3,1,1,6,7,8,8,6,3,6,0,1,6,2,1,1,1,0,0,1,1,0,0,1,0,1,0,56
18,1,0,0,2,0,1,8,8,9,8,7,3,3,1,0,5,4,1,1,1,0,4,1,1,0,1,1,0,1,1,39
31,0,13,8,3,0,0,6,9,9,8,9,6,5,0,0,2,3,0,1,0,0,6,0,1,0,0,1,0,0,0,60
18,0,0,0,1,1,0,12,9,9,9,8,8,9,1,1,2,4,0,1,0,1,6,0,1,1,1,0,1,1,0,66
36,1,16,8,2,1,1,6,4,4,4,4,4,5,0,1,6,4,0,0,0,1,5,0,1,0,1,0,1,0,1,37
29,1,10,8,4,1,0,10,8,8,9,9,4,5,0,0,9,6,0,1,1,1,2,0,0,1,1,0,1,1,1,61
33,1,12,4,1,1,1,10,4,3,5,5,5,3,0,1,9,9,0,0,1,0,3,1,1,0,0,0,0,0,1,54
23,0,3,1,1,0,0,8,7,7,8,7,7,9,1,0,1,3,0,0,1,1,6,1,0,1,1,1,0,0,0,57
40,1,19,9,2,1,1,12,9,8,8,8,3,9,0,0,7,1,1,0,1,1,5,1,0,0,0,1,0,0,0,70
38,0,17,10,3,0,1,8,9,10,8,8,9,7,1,1,7,8,1,0,0,1,3,1,1,0,0,0,0,0,0,60
34,0,15,8,3,0,1,10,4,3,3,5,8,8,1,1,2,7,1,1,0,0,2,1,0,1,1,0,0,1,1,55
28,1,10,6,0,0,0,12,5,4,6,4,4,8,1,0,4,2,1,1,1,0,3,1,1,0,0,1,0,0,0,67
34,1,15,5,2,0,1,6,8,7,8,8,7,5,0,1,8,5,0,1,0,0,3,0,1,1,0,1,0,1,1,57
24,0,5,3,3,0,1,12,8,8,8,9,7,8,1,1,6,4,0,0,1,0,3,1,0,1,1,0,1,0,1,76
36,0,16,7,1,1,0,12,8,8,8,7,3,7,0,0,7,9,0,1,0,0,1,0,1,1,0,1,0,0,0,78
43,0,24,9,3,1,0,14,9,10,10,10,8,5,0,0,6,4,0,0,1,0,6,1,0,0,0,1,0,1,1,88
38,1,20,6,3,0,0,12,6,6,7,7,7,7,0,0,9,5,0,1,1,1,5,1,0,1,1,1,1,1,0,74
24,0,3,2,1,1,1,8,9,8,8,8,4,4,0,1,9,8,0,1,1,1,5,0,0,1,0,0,1,1,0,46
32,0,13,7,2,1,0,10,6,6,7,6,6,8,0,0,6,3,0,1,0,1,2,1,0,1,0,1,1,0,1,58
19,1,0,0,0,0,0,6,9,9,9,8,4,9,0,0,6,6,1,1,0,1,5,1,1,0,1,1,1,1,0,31
34,0,15,11,3,0,0,8,7,6,6,6,8,4,1,0,9,6,0,0,1,0,4,0,1,0,1,1,1,1,1,70
33,1,12,8,3,1,0,6,9,10,8,8,6,5,0,1,9,7,0,0,1,1,6,0,1,0,1,1,1,0,1,67
18,1,0,0,3,0,0,8,7,7,8,6,9,9,0,1,3,9,1,1,1,0,0,1,1,1,1,0,1,0,0,63
20,1,0,0,2,1,1,12,6,7,5,5,9,6,1,0,7,3,0,1,0,0,2,1,0,1,0,0,0,0,0,63
27,1,6,3,1,1,1,8,8,7,7,7,7,6,1,1,3,5,1,0,1,1,2,0,0,0,0,1,1,1,1,46
27,1,8,5,1,0,0,10,6,6,7,6,4,3,0,1,4,5,0,0,0,0,5,1,0,0,0,1,0,0,1,37
20,1,1,0,1,1,0,10,4,5,3,5,3,4,0,0,9,5,1,0,0,0,1,1,1,0,1,0,1,1,0,37
33,1,13,10,1,1,0,10,8,9,8,8,8,4,1,1,8,6,1,0,1,1,1,0,1,1,1,0,0,1,0,54
32,1,12,9,1,0,1,14,9,8,10,8,7,6,1,1,6,1,0,0,0,1,7,1,0,0,0,1,1,0,0,75
28,1,8,3,1,0,1,8,9,9,9,9,3,5,0,0,6,9,1,0,1,1,6,1,1,0,1,1,1,0,1,38
23,0,2,0,3,1,1,10,9,10,9,10,6,9,1,1,8,3,1,1,1,1,3,0,1,0,1,1,0,0,0,53
38,1,17,11,3,0,0,10,9,10,9,9,9,9,1,1,2,6,1,0,0,1,1,0,0,0,1,0,0,1,1,51
43,0,23,11,1,1,1,6,9,10,9,8,5,9,0,1,5,4,1,0,0,1,4,1,1,1,0,0,0,1,1,51
26,0,8,2,1,0,1,10,6,7,5,7,5,3,1,1,7,7,0,0,0,1,4,0,0,0,0,0,1,1,0,40
25,1,7,5,2,0,1,12,7,8,6,6,6,4,1,1,3,8,1,1,0,0,6,1,1,0,1,0,1,0,0,42
33,1,14,6,2,1,0,6,6,7,7,5,5,3,1,0,8,4,1,1,0,0,3,1,0,0,0,0,1,1,1,47
27,1,9,7,4,1,1,6,5,6,6,6,8,4,1,0,3,6,0,1,0,1,6,0,1,0,1,0,1,1,1,44
28,0,9,6,3,1,1,8,6,7,6,7,7,7,1,1,4,7,0,1,0,0,1,1,1,1,1,1,1,0,0,66
35,1,14,10,1,0,1,12,8,9,8,7,7,9,1,0,6,7,1,0,1,0,3,1,0,0,0,0,0,0,0,74
18,0,0,0,3,1,0,12,9,10,10,9,8,7,0,0,6,9,1,0,0,0,0,1,0,1,1,1,0,1,0,55
40,0,22,9,4,0,1,10,6,6,7,7,4,3,0,0,2,8,0,0,1,1,1,0,1,1,0,0,1,0,1,69
30,0,9,5,2,0,0,10,7,6,8,7,7,9,0,0,2,3,0,0,0,0,1,1,1,1,1,1,1,0,1,70
26,1,6,2,4,1,0,12,9,8,10,9,9,9,1,1,3,4,1,1,0,0,1,1,0,1,1,0,1,0,0,72
29,1,9,4,0,1,1,12,4,3,4,5,5,6,1,1,3,9,0,1,1,1,7,1,1,0,0,1,0,1,1,54
29,0,11,5,2,0,0,12,5,6,6,5,9,6,0,1,4,7,1,0,1,0,1,1,1,1,1,1,0,1,1,69
18,0,0,0,3,1,1,12,8,7,7,9,8,4,1,0,4,7,1,1,1,1,4,0,0,1,1,1,0,1,1,42
41,0,22,9,2,0,1,10,7,8,7,8,3,8,0,1,4,1,0,1,1,0,5,1,0,1,1,0,0,0,0,80
30,0,9,6,4,0,0,10,5,5,4,6,4,7,1,0,3,2,1,0,0,0,3,0,1,0,0,0,0,0,1,36
33,1,14,5,1,0,1,12,6,5,7,7,3,7,1,1,1,1,0,1,0,0,7,1,0,1,1,0,0,0,1,66
37,1,18,5,4,1,1,14,5,5,4,5,9,3,1,1,9,4,0,0,1,0,4,0,0,1,0,0,1,0,0,75
21,0,1,0,4,0,1,6,9,9,10,9,5,9,0,0,2,4,0,1,0,0,3,0,0,0,1,1,0,1,0,61
33,0,13,11,1,0,0,6,9,10,8,10,9,8,0,1,3,5,0,0,0,1,0,1,1,0,0,0,0,0,0,59
27,0,7,3,3,1,0,14,4,3,4,5,3,3,0,0,2,5,1,0,1,0,6,1,1,1,1,0,1,0,1,39
36,1,16,5,3,1,0,8,5,5,4,6,5,6,0,1,6,1,1,0,1,1,1,1,1,1,1,1,1,1,0,51
18,1,0,0,2,1,1,12,5,4,5,6,7,6,0,0,6,7,1,0,0,1,2,0,0,0,1,0,0,0,1,33
29,0,9,7,4,0,1,10,9,9,8,8,4,8,1,0,1,6,1,0,1,1,6,1,0,0,0,0,1,0,0,48
25,1,4,3,2,1,0,8,6,6,5,6,6,8,1,0,4,8,1,1,0,1,6,0,0,0,1,1,0,1,1,31
33,1,13,8,1,0,0,6,6,7,6,6,5,6,1,1,5,4,0,0,1,0,4,1,1,1,1,0,1,1,1,54
33,0,13,6,0,0,1,8,8,7,8,9,8,5,1,1,6,1,1,0,0,1,5,0,0,1,0,1,0,0,1,38
24,1,4,2,3,0,0,8,6,7,7,5,8,9,0,0,5,3,1,1,1,1,2,1,0,1,1,1,1,0,0,44
24,1,6,2,1,1,1,10,5,6,5,4,7,7,0,0,3,9,0,1,1,0,0,1,0,0,1,1,1,0,1,71
29,1,8,5,3,0,0,12,4,5,4,3,8,7,0,0,3,7,0,1,1,0,7,1,1,1,0,1,1,0,1,71
22,1,1,0,2,0,1,14,6,7,7,7,3,3,1,1,3,2,0,1,1,1,2,0,0,1,0,0,0,0,0,55
36,1,17,14,0,1,1,10,9,10,9,8,7,7,0,0,6,3,0,0,0,1,0,1,1,1,1,0,0,1,1,66
27,1,8,3,4,0,1,10,9,9,9,10,8,3,0,1,4,2,1,0,0,0,4,0,1,1,1,0,0,1,1,42
18,0,0,0,3,1,0,10,8,7,7,7,3,8,1,1,4,4,0,1,0,1,0,1,0,0,1,1,1,0,1,49
27,0,9,5,4,1,1,10,8,7,9,9,3,8,1,1,3,2,1,1,0,1,4,0,1,0,1,1,0,1,1,41
21,0,2,1,2,1,0,10,5,6,6,6,3,5,0,0,4,4,0,1,1,1,5,0,1,0,1,1,1,0,0,34
18,1,0,0,3,1,1,6,6,5,5,6,8,9,0,1,8,7,0,0,0,1,7,1,1,1,1,1,1,1,1,51
20,1,0,0,2,0,1,6,6,6,7,7,3,8,0,0,3,8,0,0,1,0,4,0,1,1,0,0,1,1,0,56
30,1,10,4,4,0,1,6,8,9,7,7,9,9,1,0,3,6,1,1,0,0,2,0,1,0,1,1,0,1,1,67
40,0,21,12,2,0,0,8,6,6,6,6,4,6,1,1,6,9,1,1,1,0,3,1,1,0,1,0,0,0,0,57
32,0,13,6,2,0,1,12,5,5,6,4,8,5,1,1,1,6,1,0,0,1,5,0,1,1,0,0,0,1,0,45
25,1,4,3,2,1,0,8,4,5,4,5,3,6,1,0,6,3,0,0,1,0,6,1,0,1,0,1,0,1,0,45
33,1,15,8,1,0,1,12,9,9,10,9,4,6,1,1,9,1,1,1,0,0,3,1,1,1,1,0,0,1,1,70
26,1,5,3,1,1,1,14,5,6,5,6,9,3,1,1,3,9,0,0,1,1,3,1,0,1,0,0,1,0,0,56
24,1,5,3,3,0,0,14,6,6,7,7,6,9,0,1,2,3,1,1,1,1,1,0,1,0,0,0,1,1,0,49
20,1,0,0,2,0,0,14,5,4,6,4,4,6,0,1,3,1,0,1,0,1,6,0,1,1,0,1,0,1,1,51
18,0,0,0,2,1,1,8,9,8,9,8,8,9,0,0,3,2,1,1,0,1,2,0,0,0,0,0,0,1,0,38
26,0,7,5,2,0,0,10,7,6,6,6,8,5,1,1,2,3,1,0,1,0,0,1,0,0,0,1,1,0,1,49
31,1,11,5,1,0,1,8,9,10,10,9,3,4,1,1,4,8,0,0,0,1,3,0,1,0,0,0,0,0,0,59
29,0,10,6,4,1,0,12,9,9,8,8,9,8,0,1,8,8,0,0,0,1,2,1,0,1,0,0,0,1,0,69
26,1,6,2,2,0,1,12,7,7,6,8,9,3,0,1,7,2,1,1,1,0,1,0,1,1,0,0,0,0,0,56
22,0,3,1,0,0,0,12,6,5,5,6,9,9,1,1,9,6,1,1,1,0,2,1,1,0,1,0,1,0,0,73
34,1,15,7,3,0,0,10,6,5,5,5,8,8,1,1,8,2,1,1,1,0,0,0,1,1,0,1,0,1,1,73
19,1,0,0,1,1,0,12,4,5,3,3,6,6,1,1,7,7,0,1,0,0,3,0,0,0,0,1,0,1,0,48
36,1,18,15,4,1,0,6,9,10,8,8,9,6,0,1,6,3,0,1,0,1,0,1,1,0,1,0,0,1,0,66
21,1,1,0,0,0,1,6,5,5,6,6,7,7,1,1,3,8,1,1,1,0,1,0,1,1,1,0,0,0,0,32
23,0,5,3,2,0,0,12,4,5,3,3,4,9,1,0,4,3,1,1,0,0,6,0,0,1,0,0,0,1,1,56
18,1,0,0,1,0,0,10,6,7,7,7,7,3,1,0,8,6,1,1,0,0,0,1,1,0,1,1,0,1,1,37
25,1,4,1,2,1,0,14,6,7,7,6,6,3,1,1,2,1,0,0,0,0,5,1,1,1,1,0,0,0,1,54
37,1,19,13,3,0,1,6,8,7,9,7,4,5,0,1,6,8,0,1,1,0,1,0,0,0,0,0,0,0,1,64
34,1,14,6,1,1,1,12,4,3,4,5,3,4,0,0,1,7,0,1,0,0,0,0,0,1,0,1,1,0,1,47
37,0,18,5,0,1,0,10,6,6,5,5,4,5,1,0,7,1,0,1,0,1,1,1,1,1,1,0,1,0,1,56
34,0,16,8,4,0,1,12,7,8,7,6,3,5,1,1,4,7,0,0,1,1,2,0,0,1,0,1,1,0,1,72
21,0,0,0,4,1,1,12,8,7,7,8,5,5,1,0,1,5,0,0,0,0,2,0,1,1,1,1,1,0,1,74
27,1,9,2,3,1,0,14,5,6,5,5,4,4,1,0,5,2,0,1,1,0,2,0,0,0,0,0,1,0,1,64
23,0,3,1,4,1,1,8,8,8,9,9,4,5,1,0,5,1,0,0,0,0,5,1,0,0,0,0,0,0,1,40
40,1,22,13,4,1,0,14,9,10,9,10,7,8,1,0,6,2,1,1,0,1,5,0,1,0,0,0,0,1,1,69
20,0,0,0,3,1,0,8,9,9,10,10,7,3,1,0,8,6,1,0,1,0,2,0,1,1,1,0,1,0,0,53
37,0,16,5,0,0,1,6,5,5,5,5,6,4,1,0,4,2,0,0,1,0,6,1,0,1,0,1,0,1,0,60
37,1,17,12,1,1,1,10,7,6,6,8,3,6,0,0,7,6,0,1,1,0,7,1,1,0,1,0,1,1,1,75
44,0,23,16,1,1,0,12,5,6,4,5,8,7,0,0,4,8,0,0,0,0,0,1,1,0,1,1,1,1,0,90
26,1,7,4,3,1,0,10,4,3,4,4,7,7,1,1,2,8,0,1,0,0,6,0,0,0,1,0,1,1,0,55
35,0,14,12,2,1,0,12,5,6,5,4,9,9,0,0,8,6,1,1,1,1,5,0,0,1,0,1,0,0,1,54
48,1,29,23,3,1,1,12,5,6,4,4,6,8,0,1,5,5,1,0,1,0,4,1,1,0,1,0,0,1,0,77
25,1,7,2,3,0,1,8,8,8,8,9,3,3,0,0,4,4,1,0,0,1,1,1,0,0,0,1,0,0,1,14
18,1,0,0,3,0,1,14,7,7,7,7,3,7,0,1,2,6,1,1,0,0,1,1,0,0,0,0,0,1,1,39
18,1,0,0,3,1,1,6,5,6,4,5,3,8,1,1,7,5,1,1,1,0,7,0,1,1,1,1,1,1,0,33
35,0,17,8,4,0,0,12,4,3,5,4,5,8,1,1,5,4,0,1,0,1,6,1,1,1,1,0,0,1,0,76
18,1,0,0,4,1,1,8,8,8,7,7,3,7,1,1,9,6,0,1,1,1,7,1,1,0,0,1,1,1,1,66
27,0,8,4,0,0,1,10,7,7,6,7,6,7,1,0,7,9,0,0,0,0,4,0,1,1,1,0,0,0,1,78
33,1,12,6,3,0,1,10,7,8,7,8,3,8,0,1,9,9,0,0,0,0,1,0,0,1,1,0,1,1,0,72
31,1,13,11,1,1,0,8,6,7,5,7,8,8,0,0,5,8,1,1,0,1,1,1,1,0,0,0,1,0,0,38
33,1,13,4,2,1,1,10,9,9,8,8,8,6,0,1,6,1,1,1,0,1,2,1,0,1,1,0,1,1,0,50
31,1,10,8,4,1,0,8,4,3,4,5,3,7,0,0,8,9,1,1,0,1,1,1,1,1,0,1,1,0,0,34
40,0,19,11,1,1,1,8,9,9,9,9,6,5,1,1,6,5,0,1,1,1,1,1,0,0,0,1,1,0,1,68
22,0,2,1,4,0,0,8,8,9,9,8,4,8,1,0,4,3,1,1,1,0,3,1,0,0,0,0,0,0,0,37
24,1,4,3,0,1,0,10,8,8,7,9,3,3,1,0,2,8,0,1,1,0,6,1,1,0,0,0,1,1,0,49
23,0,5,2,2,0,0,12,4,5,5,3,6,3,0,1,6,8,1,1,1,1,6,1,0,1,0,1,0,0,1,25
36,0,15,8,4,1,0,10,7,7,8,7,7,9,1,0,9,9,1,0,1,0,6,0,0,0,0,0,0,1,1,54
37,1,16,8,2,1,1,12,5,6,6,5,6,8,1,0,8,2,1,0,1,1,1,0,1,0,0,1,0,0,0,51
33,0,15,7,2,0,1,10,4,5,5,3,5,3,1,1,3,4,0,1,0,0,7,1,1,1,0,1,1,0,0,63
39,1,18,15,1,1,1,12,8,7,7,8,7,6,0,0,5,2,1,0,1,1,4,1,1,1,0,0,0,1,0,55
20,1,1,0,4,1,0,12,9,10,8,10,8,9,1,1,6,6,0,1,0,0,1,0,0,1,0,0,0,1,0,72
43,0,24,8,2,0,0,10,4,4,3,5,8,6,1,1,7,1,0,0,1,1,7,1,0,1,1,1,1,1,0,66
42,0,23,8,3,0,0,12,7,8,8,6,4,8,1,0,2,3,0,1,1,1,4,0,0,1,1,1,1,0,1,81
35,1,14,7,2,1,0,6,6,6,6,5,4,9,1,1,6,2,1,1,1,1,5,0,0,1,1,1,1,0,1,48
44,1,25,8,2,0,1,12,6,5,5,7,6,7,0,1,2,7,1,1,0,1,1,1,0,1,0,1,0,0,1,56
18,1,0,0,4,1,1,12,5,5,6,4,6,5,1,0,8,8,1,0,0,0,4,1,0,1,0,1,0,1,1,38
25,0,7,2,3,0,0,8,5,4,6,6,3,7,0,0,7,2,1,0,0,1,1,1,1,1,1,0,1,0,0,31
24,1,6,3,2,1,1,12,7,6,8,6,9,3,1,0,2,9,0,0,1,0,5,0,1,0,0,1,1,1,0,64
35,1,15,4,4,0,0,6,9,10,10,10,9,9,1,1,4,1,1,1,1,0,1,1,0,1,0,0,1,0,1,62
